Experiment Name:,Exp_20200528_1

Tube Name:,Record Time:,Volume(μL):,All Events  Events/μL(V),HB Events/μL(V),Time Events/μL(V),Cells Events/μL(V),P2 Events/μL(V),P3 Events/μL(V),P1 Events/μL(V),Bac Events/μL(V),All Events ,HB Events,Time Events,Cells Events,P2 Events,P3 Events,P1 Events,Bac Events,All Events  % Parent,HB % Parent,Time % Parent,Cells % Parent,P2 % Parent,P3 % Parent,P1 % Parent,Bac % Parent,All Events  % Total,HB % Total,Time % Total,Cells % Total,P2 % Total,P3 % Total,P1 % Total,Bac % Total,All Events  Mean FSC-H,HB Mean FSC-H,Time Mean FSC-H,Cells Mean FSC-H,P2 Mean FSC-H,P3 Mean FSC-H,P1 Mean FSC-H,Bac Mean FSC-H,All Events  Mean BL525-H,HB Mean BL525-H,Time Mean BL525-H,Cells Mean BL525-H,P2 Mean BL525-H,P3 Mean BL525-H,P1 Mean BL525-H,Bac Mean BL525-H,All Events  Mean BL690-H,HB Mean BL690-H,Time Mean BL690-H,Cells Mean BL690-H,P2 Mean BL690-H,P3 Mean BL690-H,P1 Mean BL690-H,Bac Mean BL690-H,All Events  rSD BL525-H,HB rSD BL525-H,Time rSD BL525-H,Cells rSD BL525-H,P2 rSD BL525-H,P3 rSD BL525-H,P1 rSD BL525-H,Bac rSD BL525-H
01-Well-G1,2020-05-28 13:51:01,10.0,89.40,33.20,90.96,84.90,89.30,1.70,0.40,36.40,894,332,879,849,893,17,4,364,100.00%,91.21%,98.32%,96.59%,99.89%,4.67%,1.10%,42.87%,100.00%,37.14%,98.32%,94.97%,99.89%,1.90%,0.45%,40.72%,3601.5,2460.4,2289.5,2307.1,3325.7,2658.4,3889.5,2504.2,79325.1,81999.6,71029.6,72736.9,73609.6,34173.4,170980.5,80594.3,8309.4,2565.9,3006.1,3085.7,4091.8,3093.2,74563.7,3550.2,46847.3,50522.0,47737.8,48491.5,46566.4,10591.8,32333.1,51979.3
01-Well-G2,2020-05-28 13:52:23,10.0,159.84,70.02,152.85,145.34,159.74,7.80,1.30,81.22,1598,700,1477,1453,1597,78,13,812,100.00%,86.21%,92.43%,98.38%,99.94%,9.61%,1.60%,55.88%,100.00%,43.80%,92.43%,90.93%,99.94%,4.88%,0.81%,50.81%,2770.0,2667.7,2532.5,2547.3,2749.3,2523.8,3456.2,2693.8,165921.3,220403.8,163520.6,165892.6,162565.4,23897.4,212080.8,197331.3,5902.7,5418.8,5841.2,5926.3,5826.2,2738.8,61538.1,6198.2,131258.1,168425.0,132787.6,134355.1,131124.4,7802.9,34782.8,188827.7
01-Well-G3,2020-05-28 13:53:44,10.0,57.60,25.60,59.09,55.50,57.60,2.60,0.50,29.30,576,256,571,555,576,26,5,293,100.00%,87.37%,99.13%,97.20%,100.00%,8.87%,1.71%,52.79%,100.00%,44.44%,99.13%,96.35%,100.00%,4.51%,0.87%,50.87%,2852.5,2600.4,2329.5,2352.3,2852.5,2438.9,2949.3,2585.3,138409.8,198152.5,139132.7,142757.0,138409.8,21579.5,200372.6,179293.1,4553.9,4885.5,4248.8,4354.0,4553.9,2669.3,50361.9,5516.6,82548.6,160710.0,82710.4,83325.8,82548.6,8933.5,66791.9,138957.0
01-Well-G4,2020-05-28 13:55:06,10.0,182.10,91.00,181.72,173.00,182.10,10.10,0.60,104.50,1821,910,1756,1730,1821,101,6,1045,100.00%,87.08%,96.43%,98.52%,100.00%,9.67%,0.57%,60.40%,100.00%,49.97%,96.43%,95.00%,100.00%,5.55%,0.33%,57.39%,3628.7,2768.8,2646.0,2661.0,3628.7,2437.5,3613.2,2745.7,207680.8,260106.7,206031.9,208903.6,207680.8,26246.4,187020.2,231348.5,6781.2,6565.0,5973.2,6053.5,6781.2,2840.4,50185.8,6513.7,199967.9,137781.9,202605.6,204453.3,199967.9,8824.7,22224.5,180561.4
01-Well-G5,2020-05-28 13:56:27,10.0,79.60,37.20,71.61,67.90,79.50,3.10,0.10,41.20,796,372,692,679,795,31,1,412,100.00%,90.29%,86.93%,98.12%,99.87%,7.52%,0.24%,60.68%,100.00%,46.73%,86.93%,85.30%,99.87%,3.89%,0.13%,51.76%,4364.8,2620.4,2440.2,2451.9,4335.8,2441.4,3732.5,2622.0,192648.2,225160.9,183190.8,186277.5,186999.3,19932.6,209763.7,207221.5,6244.8,5572.1,5007.7,5089.4,6072.1,2392.0,31707.2,5470.0,162341.2,153509.5,161094.4,164342.4,161744.4,10383.1,0.0,172823.2
01-Well-G6,2020-05-28 13:57:49,10.0,102.90,55.40,104.62,99.60,102.70,4.00,0.20,60.90,1029,554,1011,996,1027,40,2,609,100.00%,90.97%,98.25%,98.52%,99.81%,6.57%,0.33%,61.14%,100.00%,53.84%,98.25%,96.79%,99.81%,3.89%,0.19%,59.18%,4241.6,2754.7,2619.3,2634.6,4062.0,2565.6,6326.5,2760.2,242953.9,265136.4,223939.8,226996.1,238094.8,25216.2,267952.0,244928.2,8532.8,6558.1,6248.4,6324.6,7241.9,3341.9,46905.4,6544.1,165157.2,94417.2,162528.2,159562.7,165548.0,11585.2,31633.2,117704.2
01-Well-G7,2020-05-28 13:59:11,10.0,187.80,94.90,178.93,170.80,187.30,6.60,0.90,104.30,1878,949,1729,1708,1873,66,9,1043,100.00%,90.99%,92.07%,98.79%,99.73%,6.33%,0.86%,61.07%,100.00%,50.53%,92.07%,90.95%,99.73%,3.51%,0.48%,55.54%,2856.9,2769.0,2574.1,2586.4,2761.6,2497.3,3673.5,2772.5,225906.8,269952.9,215306.6,217706.7,216778.4,23864.3,260325.4,250425.5,7084.7,6878.5,6448.6,6518.0,6696.6,2824.2,82563.5,7375.7,182830.0,108392.9,181024.4,178558.5,182459.2,5329.2,96575.1,126319.1
01-Well-G8,2020-05-28 14:00:32,10.0,210.60,112.50,208.52,199.90,210.00,9.20,0.00,123.10,2106,1125,2015,1999,2100,92,0,1231,100.00%,91.39%,95.68%,99.21%,99.72%,7.47%,0.00%,61.58%,100.00%,53.42%,95.68%,94.92%,99.72%,4.37%,0.00%,58.45%,3448.8,2856.6,2709.7,2718.0,3007.1,2539.9,####,2840.0,247571.5,285491.8,243369.5,245016.8,242353.4,24482.9,####,263785.5,9618.9,6963.0,6305.1,6343.9,6581.1,2983.6,####,6666.0,142901.3,87755.4,142950.4,138866.8,143130.2,9165.1,####,101202.0
01-Well-G9,2020-05-28 14:01:54,10.0,73.00,40.60,74.51,71.40,72.70,3.70,0.10,45.00,730,406,720,714,727,37,1,450,100.00%,90.22%,98.63%,99.17%,99.59%,8.22%,0.22%,63.03%,100.00%,55.62%,98.63%,97.81%,99.59%,5.07%,0.14%,61.64%,4378.4,2866.2,2754.9,2763.6,3034.3,2567.7,2301.6,2841.7,266199.4,282900.7,239292.4,241139.8,245680.8,25457.6,137441.5,258463.0,15109.9,6834.0,6205.3,6250.0,6727.0,2972.6,15901.6,6516.4,120189.2,74273.9,117843.6,115021.4,119286.0,9228.7,0.0,84582.3
01-Well-G10,2020-05-28 14:03:15,10.0,260.70,126.90,266.79,255.20,260.40,11.40,0.20,147.20,2607,1269,2578,2552,2604,114,2,1472,100.00%,86.21%,98.89%,98.99%,99.88%,7.74%,0.14%,57.68%,100.00%,48.68%,98.89%,97.89%,99.88%,4.37%,0.08%,56.46%,3322.3,2611.5,2400.0,2408.4,3056.4,2453.8,4639.6,2605.4,166734.0,217583.9,160451.0,161579.8,162602.9,28067.9,150570.7,193025.9,6994.2,5568.2,4619.3,4648.6,6142.3,2781.6,55564.7,5342.3,78022.7,181403.8,77782.2,79324.5,77943.8,7052.5,82185.0,129970.3
01-Well-G11,2020-05-28 14:04:36,10.0,477.33,278.22,453.58,436.72,476.03,26.60,0.70,309.92,4773,2782,4383,4367,4760,266,7,3099,100.00%,89.77%,91.83%,99.63%,99.73%,8.58%,0.23%,70.96%,100.00%,58.29%,91.83%,91.49%,99.73%,5.57%,0.15%,64.93%,3073.9,2963.9,2906.3,2911.1,2982.2,2635.2,4978.1,2943.5,272232.1,300840.2,265365.8,266260.8,269307.5,27521.5,272066.4,274053.8,7872.7,7401.6,7331.8,7355.1,7530.7,3366.0,71378.3,7192.1,97650.6,69429.2,96809.9,96103.1,97338.7,11765.7,146431.8,80926.7
01-Well-G12,2020-05-28 14:05:58,10.0,76.00,28.20,76.17,71.80,75.70,3.40,0.70,34.90,760,282,736,718,757,34,7,349,100.00%,80.80%,96.84%,97.55%,99.61%,9.74%,2.01%,48.61%,100.00%,37.11%,96.84%,94.47%,99.61%,4.47%,0.92%,45.92%,3846.8,2581.2,2531.4,2553.4,3488.5,2689.4,4051.9,2648.1,131014.7,161401.4,112429.1,114932.5,118530.6,29535.3,164735.2,142491.0,6368.4,4239.6,4238.7,4327.5,5507.5,3664.8,60633.1,5441.3,63308.1,133079.2,63198.2,65474.3,63105.5,9919.4,50266.8,114953.2
01-Well-H1,2020-05-28 14:07:21,10.0,101.20,37.30,102.97,95.60,101.20,1.80,0.70,42.00,1012,373,995,956,1012,18,7,420,100.00%,88.81%,98.32%,96.08%,100.00%,4.29%,1.67%,43.93%,100.00%,36.86%,98.32%,94.47%,100.00%,1.78%,0.69%,41.50%,4805.7,2476.3,2363.7,2391.9,4805.7,2483.3,3627.6,2494.5,79006.2,96686.5,74867.9,77185.2,79006.2,26445.8,168867.2,93731.7,3875.1,2949.0,3176.5,3277.4,3875.1,2634.0,51719.0,3830.0,48075.8,52968.1,47881.5,49591.4,48075.8,6238.1,25205.7,56462.7
01-Well-H2,2020-05-28 14:08:43,10.0,78.30,29.60,69.03,65.30,78.30,4.30,0.20,35.10,783,296,667,653,783,43,2,351,100.00%,84.33%,85.19%,97.90%,100.00%,12.25%,0.57%,53.75%,100.00%,37.80%,85.19%,83.40%,100.00%,5.49%,0.26%,44.83%,2753.2,2645.3,2428.9,2455.8,2753.2,2494.3,3684.8,2627.0,161747.5,224500.3,160646.9,163757.3,161747.5,23603.7,235341.4,195625.2,5407.3,5654.9,5448.9,5548.9,5407.3,2620.0,76556.8,5705.6,120072.4,167793.8,108431.3,121398.6,120072.4,9252.6,21301.0,202372.4
01-Well-H3,2020-05-28 14:10:05,10.0,72.90,31.50,74.41,69.80,72.90,3.90,0.50,37.30,729,315,719,698,729,39,5,373,100.00%,84.45%,98.63%,97.08%,100.00%,10.46%,1.34%,53.44%,100.00%,43.21%,98.63%,95.75%,100.00%,5.35%,0.69%,51.17%,3310.6,2641.5,2464.0,2487.2,3310.6,2718.6,3577.6,2673.4,156990.2,200400.8,152206.3,156187.6,156990.2,29607.5,247887.3,177618.4,5605.7,5102.7,4879.1,5003.1,5605.7,3306.7,77161.6,5879.3,100456.8,178825.6,100648.8,106202.2,100456.8,12067.5,31781.8,172895.0
01-Well-H4,2020-05-28 14:11:26,10.0,116.30,62.40,118.60,113.50,116.20,5.50,0.30,69.50,1163,624,1146,1135,1162,55,3,695,100.00%,89.78%,98.54%,99.04%,99.91%,7.91%,0.43%,61.23%,100.00%,53.65%,98.54%,97.59%,99.91%,4.73%,0.26%,59.76%,3961.7,2714.8,2558.1,2568.6,3915.1,2549.7,3875.6,2709.7,211818.3,256339.3,203181.9,205001.6,207318.9,23595.8,180878.7,233603.5,7372.5,6432.6,5770.8,5820.3,7197.3,2966.0,94665.1,6529.9,208566.7,141737.1,208015.8,208063.6,208371.8,10507.3,66504.1,177799.5
01-Well-H5,2020-05-28 14:12:48,10.0,25.60,11.20,23.59,22.30,25.60,0.60,0.00,12.30,256,112,228,223,256,6,0,123,100.00%,91.06%,89.06%,97.81%,100.00%,4.88%,0.00%,55.16%,100.00%,43.75%,89.06%,87.11%,100.00%,2.34%,0.00%,48.05%,2758.0,2767.5,2505.1,2538.7,2758.0,2819.3,####,2768.4,202778.3,262951.1,206499.3,210788.4,202778.3,15760.9,####,243790.9,5934.1,6807.3,6058.6,6182.7,5934.1,2386.6,####,6972.8,198249.2,144843.0,195001.1,195014.7,198249.2,2390.0,####,167806.3
01-Well-H6,2020-05-28 14:14:09,10.0,101.40,53.90,102.87,98.20,101.30,4.90,0.10,59.90,1014,539,994,982,1013,49,1,599,100.00%,89.98%,98.03%,98.79%,99.90%,8.18%,0.17%,61.00%,100.00%,53.16%,98.03%,96.84%,99.90%,4.83%,0.10%,59.07%,3407.9,2754.2,2561.0,2568.7,3409.2,2554.1,2686.9,2742.5,229449.5,255229.1,212545.8,214813.1,229398.0,24601.6,167729.4,232654.2,8713.9,6167.3,5910.5,5969.8,8716.4,3191.0,61999.0,5991.2,160381.0,96155.5,160111.3,157290.0,160545.2,8196.4,0.0,123305.6
01-Well-H7,2020-05-28 14:15:30,10.0,282.79,152.96,289.35,276.61,282.59,11.77,0.90,168.02,2836,1534,2804,2774,2834,118,9,1685,100.00%,91.04%,98.87%,98.93%,99.93%,7.00%,0.53%,60.74%,100.00%,54.09%,98.87%,97.81%,99.93%,4.16%,0.32%,59.41%,3399.2,2726.6,2563.4,2572.8,2944.1,2521.8,3962.1,2722.7,214377.6,257080.9,207832.3,209901.4,210626.2,21934.9,213009.2,237770.8,8803.3,6420.8,5759.1,5813.7,6207.1,2690.8,52015.5,6415.1,182850.9,104990.3,180815.8,178246.3,182631.0,9923.3,24572.5,131989.2
01-Well-H8,2020-05-28 14:16:52,10.0,181.90,93.90,171.89,164.90,181.80,9.50,0.50,106.10,1819,939,1661,1649,1818,95,5,1061,100.00%,88.50%,91.31%,99.28%,99.95%,8.95%,0.47%,64.34%,100.00%,51.62%,91.31%,90.65%,99.95%,5.22%,0.27%,58.33%,4113.7,2850.8,2762.9,2772.0,3183.2,2671.1,4305.9,2841.3,250206.6,289949.4,244388.5,246045.9,247228.2,29155.5,193747.2,261655.6,10764.0,7358.6,6942.5,6983.8,7661.3,3373.1,46350.0,7174.6,166942.5,104842.5,165098.7,162012.6,165619.7,13018.6,45835.8,126136.6
01-Well-H9,2020-05-28 14:18:13,10.0,111.50,48.30,113.52,108.10,111.30,4.60,0.50,56.70,1115,483,1097,1081,1113,46,5,567,100.00%,85.19%,98.39%,98.54%,99.82%,8.11%,0.88%,52.45%,100.00%,43.32%,98.39%,96.95%,99.82%,4.13%,0.45%,50.85%,4644.8,2616.1,2365.7,2382.9,4197.9,2575.4,3000.5,2627.5,170486.1,207563.9,154549.5,156298.5,161665.0,25551.6,196023.2,183353.7,13774.3,5218.6,4845.0,4894.3,7202.6,2888.6,48959.7,5417.3,90177.7,185970.1,89254.3,92828.3,89441.7,8605.2,65677.3,144758.4
01-Well-H10,2020-05-28 14:19:35,10.0,546.80,294.00,561.62,538.60,546.30,54.00,1.40,356.10,5468,2940,5427,5386,5463,540,14,3561,100.00%,82.56%,99.25%,99.24%,99.91%,15.16%,0.39%,66.12%,100.00%,53.77%,99.25%,98.50%,99.91%,9.88%,0.26%,65.12%,3155.2,2922.6,2801.2,2809.8,3140.0,2616.8,3814.1,2882.4,246735.7,307696.9,243106.1,244816.4,244487.8,23816.6,189184.1,259494.7,7235.3,7634.5,6882.6,6926.9,7153.9,2548.1,57761.7,7036.8,207021.1,100112.9,204575.7,201750.4,206634.4,8265.0,98181.6,144627.5
01-Well-H11,2020-05-28 14:20:56,10.0,538.90,321.00,520.85,502.30,537.10,22.40,0.60,348.20,5389,3210,5033,5023,5371,224,6,3482,100.00%,92.19%,93.39%,99.80%,99.67%,6.43%,0.17%,69.32%,100.00%,59.57%,93.39%,93.21%,99.67%,4.16%,0.11%,64.61%,3632.1,3015.7,2908.1,2911.0,3287.3,2613.9,4544.6,2992.9,294982.8,316280.7,286836.4,287375.5,290817.0,24985.5,197657.3,294373.2,10966.9,8088.6,7797.1,7811.1,8854.5,3062.1,47742.3,7873.1,98652.0,72525.8,96160.1,95798.2,98498.9,10146.1,76294.8,82198.0
01-Well-H12,2020-05-28 14:22:18,10.0,53.10,17.20,51.85,48.30,53.00,3.00,0.20,22.60,531,172,501,483,530,30,2,226,100.00%,76.11%,94.35%,96.41%,99.81%,13.27%,0.88%,46.79%,100.00%,32.39%,94.35%,90.96%,99.81%,5.65%,0.38%,42.56%,6346.8,2610.9,2563.6,2592.0,3915.5,2687.3,3695.0,2661.9,116533.4,146976.7,104834.7,108229.6,107075.0,23668.5,206320.8,126070.2,8379.5,4069.3,4365.6,4508.0,5433.9,2363.8,55624.1,4771.4,59090.4,107723.3,57376.5,61112.0,59034.9,4597.8,19480.3,98444.4
A1 S_T1_R1_1(1),2020-05-28 14:39:23,30.0,203.80,69.08,199.25,170.00,203.80,9.20,0.27,84.65,6113,2072,5776,5099,6113,276,8,2539,100.00%,81.61%,94.49%,88.28%,100.00%,10.87%,0.32%,49.79%,100.00%,33.89%,94.49%,83.41%,100.00%,4.51%,0.13%,41.53%,5087.1,5238.3,3753.5,4138.0,5087.1,4701.1,4587.4,5151.2,135432.2,176489.1,122424.4,133136.3,135432.2,22454.2,143138.8,149324.3,5135.0,4988.5,3970.9,4314.8,5135.0,2051.6,49089.2,4682.2,34489.0,64912.4,33443.7,37440.0,34489.0,6656.1,52517.2,48515.7
A2 S_T1_R2_1(1),2020-05-28 14:47:53,30.0,167.03,72.13,162.27,150.69,166.90,10.04,0.10,88.93,5009,2163,4704,4519,5005,301,3,2667,100.00%,81.10%,93.91%,96.07%,99.92%,11.29%,0.11%,59.02%,100.00%,43.18%,93.91%,90.22%,99.92%,6.01%,0.06%,53.24%,5833.9,3516.4,3397.4,3461.9,5615.9,3160.1,2926.7,3442.9,194783.1,245584.9,181077.5,187801.0,192670.6,22866.4,186550.0,204063.4,6736.9,6456.0,5208.2,5396.9,6632.6,2234.1,65429.6,5696.8,45134.8,189307.6,44150.2,48631.4,45134.8,7781.3,81083.8,85224.1
A3 S_T2_R1_1(1),2020-05-28 14:49:14,30.0,266.88,124.67,263.30,246.38,266.68,10.87,1.23,143.48,8006,3740,7633,7391,8000,326,37,4304,100.00%,86.90%,95.34%,96.83%,99.93%,7.57%,0.86%,58.23%,100.00%,46.71%,95.34%,92.32%,99.93%,4.07%,0.46%,53.76%,3723.6,2935.4,2804.4,2840.8,3570.3,2988.7,3915.8,2959.8,160015.6,210278.1,154469.4,158838.2,158601.3,26003.4,176993.9,188474.1,6021.0,5563.8,4987.2,5127.4,5859.4,2492.6,62767.8,5736.9,77656.7,167277.2,77796.5,81870.5,77554.7,7822.7,35161.0,120976.5
A4 S_T2_R2_1(1),2020-05-28 14:50:35,30.0,333.62,157.01,328.26,308.75,333.46,11.30,1.37,177.58,10008,4710,9516,9262,10003,339,41,5327,100.00%,88.42%,95.08%,97.33%,99.95%,6.36%,0.77%,57.51%,100.00%,47.06%,95.08%,92.55%,99.95%,3.39%,0.41%,53.23%,3963.3,3069.9,3028.1,3064.3,3737.5,3373.8,3785.9,3100.8,150299.9,192519.5,141649.7,144760.4,147913.7,26694.4,173627.5,175253.9,5869.2,5075.1,4491.2,4590.2,5386.8,2495.6,56415.0,5286.3,69857.9,134396.8,68702.4,71604.0,69802.7,7437.5,39778.5,106392.9
A5 S_T3_R1_1(1),2020-05-28 14:51:57,30.0,361.14,161.60,358.82,336.47,360.74,8.73,2.43,181.40,10834,4848,10402,10094,10822,262,73,5442,100.00%,89.08%,96.01%,97.04%,99.89%,4.81%,1.34%,53.91%,100.00%,44.75%,96.01%,93.17%,99.89%,2.42%,0.67%,50.23%,3476.9,2733.5,2625.1,2651.9,3303.1,2909.7,3978.8,2773.1,135104.8,165914.3,123086.9,126147.4,131031.9,29733.8,187532.8,154145.6,5126.7,4490.7,4335.7,4443.6,4899.6,2808.4,62737.2,5249.1,60660.8,93076.1,59687.6,61565.0,60470.4,8653.1,34254.4,89357.9
A6 S_T3_R2_1(1),2020-05-28 14:53:18,30.0,344.98,154.27,340.37,318.68,344.62,9.80,1.60,173.67,10349,4628,9867,9560,10338,294,48,5210,100.00%,88.83%,95.34%,96.89%,99.89%,5.64%,0.92%,54.50%,100.00%,44.72%,95.34%,92.38%,99.89%,2.84%,0.46%,50.34%,3894.3,2842.3,2742.2,2776.4,3626.8,3083.1,4479.0,2878.5,143283.4,182718.5,137445.7,140977.0,141089.7,27764.2,196970.1,167993.0,5566.9,4881.2,4608.2,4728.1,5112.9,2752.7,66353.2,5317.4,68325.5,110039.8,67627.5,70135.6,68200.1,11126.8,40049.8,101672.9
A7 S_T4_R1_1(1),2020-05-28 14:54:39,30.0,495.77,214.50,490.77,459.04,495.27,10.20,2.73,236.27,14873,6435,14227,13771,14858,306,82,7088,100.00%,90.79%,95.66%,96.79%,99.90%,4.32%,1.16%,51.47%,100.00%,43.27%,95.66%,92.59%,99.90%,2.06%,0.55%,47.66%,3413.1,2752.9,2686.5,2716.0,3234.6,3122.6,3996.3,2792.9,123409.7,147946.2,114513.9,117407.1,119820.0,31146.7,178069.5,140013.7,5395.6,3961.0,4209.0,4320.2,4958.2,3159.7,60938.8,4669.3,58667.1,82777.7,58114.4,59165.7,58606.9,9540.3,37382.0,80905.7
A8 S_T4_R2_1(1),2020-05-28 14:56:00,30.0,493.45,213.44,488.73,458.54,493.21,10.03,3.07,237.61,14803,6403,14168,13756,14796,301,92,7128,100.00%,89.83%,95.71%,97.09%,99.95%,4.22%,1.29%,51.82%,100.00%,43.25%,95.71%,92.93%,99.95%,2.03%,0.62%,48.15%,2903.0,2642.2,2517.3,2543.9,2882.2,3128.2,4138.6,2702.1,106417.9,132121.4,102233.1,104414.9,104695.3,34890.5,177575.8,125509.5,4298.9,3674.8,3789.2,3874.7,4211.6,3249.2,59029.1,4453.9,47845.3,64854.7,47680.6,48564.4,47821.7,11812.8,44738.3,64546.2
A9 blank(1),2020-05-28 14:46:18,30.0,201.13,79.97,198.76,186.60,200.87,4.90,1.50,91.67,6034,2399,5762,5598,6026,147,45,2750,100.00%,87.24%,95.49%,97.15%,99.87%,5.35%,1.64%,49.12%,100.00%,39.76%,95.49%,92.77%,99.87%,2.44%,0.75%,45.58%,2742.3,2592.7,2461.5,2481.3,2694.4,2701.9,4336.7,2642.3,132615.1,171540.9,125510.4,128570.7,128432.5,28622.0,237449.6,160146.6,5411.4,4739.9,4799.8,4918.8,5162.2,3260.3,72076.1,5932.9,63940.6,95824.6,63959.4,63294.4,63903.0,10994.7,46653.1,95318.5
A10 S_T5_R1_1(1),2020-05-28 14:57:22,30.0,633.40,272.33,633.37,594.43,633.03,14.43,3.37,302.13,19002,8170,18361,17833,18991,433,101,9064,100.00%,90.14%,96.63%,97.12%,99.94%,4.78%,1.11%,50.83%,100.00%,43.00%,96.63%,93.85%,99.94%,2.28%,0.53%,47.70%,3035.8,2715.2,2622.2,2656.7,2947.5,3240.8,3814.1,2772.0,109321.6,124703.3,103036.4,105108.1,107455.9,34834.1,174262.8,118392.8,4478.7,3438.1,3758.4,3839.9,4111.0,3305.0,61695.6,4213.3,47724.7,61341.8,47225.8,48067.5,47701.5,14500.4,41243.3,60358.2
A11 S_T5_R2_1(1),2020-05-28 14:58:43,30.0,548.67,241.77,556.86,524.33,548.20,13.83,3.70,270.27,16460,7253,16143,15730,16446,415,111,8108,100.00%,89.45%,98.07%,97.44%,99.91%,5.12%,1.37%,51.54%,100.00%,44.06%,98.07%,95.57%,99.91%,2.52%,0.67%,49.26%,2895.0,2649.0,2533.9,2559.9,2813.0,3153.4,3783.1,2707.5,106619.8,129698.0,102089.8,103932.4,103759.0,32292.5,178932.4,122657.1,5011.2,3566.8,3814.7,3888.8,4169.8,3165.7,61590.4,4459.9,49748.3,66341.3,49403.3,50018.8,49707.5,10048.6,39123.3,66295.5
A12 S_T6_R1_1(1),2020-05-28 15:00:05,30.0,601.77,239.93,592.63,557.87,601.13,12.70,4.80,270.33,18053,7198,17180,16736,18034,381,144,8110,100.00%,88.75%,95.16%,97.42%,99.89%,4.70%,1.78%,48.46%,100.00%,39.87%,95.16%,92.70%,99.89%,2.11%,0.80%,44.92%,2997.0,2563.0,2507.9,2536.7,2831.1,3106.6,4022.3,2638.4,88425.1,94936.4,82467.4,83808.9,86191.1,35001.5,183985.3,92723.3,4843.3,2784.8,3754.1,3827.1,4231.1,3303.7,65778.0,4090.7,42980.9,47782.0,42804.4,42925.9,42926.6,11765.2,47397.0,49090.7
B1 S_T1_R1_2(1),2020-05-28 15:01:28,30.0,137.33,57.43,135.19,124.17,137.33,6.43,0.20,69.37,4120,1723,3919,3725,4120,193,6,2081,100.00%,82.80%,95.12%,95.05%,100.00%,9.27%,0.29%,55.87%,100.00%,41.82%,95.12%,90.41%,100.00%,4.68%,0.15%,50.51%,4938.6,3265.7,3114.2,3115.6,4938.6,2906.4,4097.8,3204.8,122552.0,170094.0,112219.2,116251.8,122552.0,21024.5,178759.5,145141.7,4670.4,4551.7,3830.4,3963.9,4670.4,1894.5,85906.4,4337.7,27963.3,64040.9,27284.3,29613.8,27963.3,5957.1,45046.7,43582.7
B2 S_T1_R2_2(1),2020-05-28 15:02:49,30.0,145.07,61.80,140.57,129.73,144.90,6.50,0.00,73.47,4352,1854,4075,3892,4347,195,0,2204,100.00%,84.12%,93.64%,95.51%,99.89%,8.85%,0.00%,56.63%,100.00%,42.60%,93.64%,89.43%,99.89%,4.48%,0.00%,50.64%,5368.4,3548.2,3411.0,3487.7,4943.4,3070.3,####,3471.9,200546.7,248923.7,182926.3,190824.9,195975.9,20785.0,####,213188.3,7194.2,6403.8,5612.4,5849.4,6549.9,2135.7,####,5833.9,39946.6,203486.0,38401.6,45181.0,39856.3,6257.8,####,88938.5
B3 S_T2_R1_2(1),2020-05-28 15:04:11,30.0,331.91,155.74,329.81,310.11,331.71,10.73,1.43,175.44,9957,4672,9561,9303,9951,322,43,5263,100.00%,88.77%,96.02%,97.30%,99.94%,6.12%,0.82%,56.57%,100.00%,46.92%,96.02%,93.43%,99.94%,3.23%,0.43%,52.86%,4103.5,3094.2,2975.5,3009.0,3974.0,3607.6,3875.9,3135.9,153374.2,210050.1,151176.8,154632.4,151302.0,26074.8,148584.4,191128.6,5597.1,5397.6,4734.6,4842.6,5150.9,2672.9,56965.7,5561.9,78493.4,204073.5,78279.7,81048.3,78416.6,7434.4,33890.0,145484.4
B4 S_T2_R2_2(1),2020-05-28 15:05:32,30.0,285.58,133.42,285.42,267.87,285.48,9.73,1.13,149.89,8566,4002,8274,8035,8563,292,34,4496,100.00%,89.01%,96.59%,97.11%,99.96%,6.49%,0.76%,55.96%,100.00%,46.72%,96.59%,93.80%,99.96%,3.41%,0.40%,52.49%,3847.9,3035.2,3131.0,3169.9,3811.5,3317.1,4733.3,3070.9,141901.3,186720.3,135922.5,139227.3,140687.7,26137.0,180242.6,170621.1,5867.5,4877.7,4907.4,5030.1,5422.0,2456.8,72783.9,5175.6,62676.9,129419.0,62263.4,65943.4,62605.8,7949.8,30915.7,102843.8
B5 S_T3_R1_2(1),2020-05-28 15:06:54,30.0,335.21,152.94,332.19,312.78,335.05,6.23,1.43,168.01,10056,4588,9630,9383,10051,187,43,5040,100.00%,91.03%,95.76%,97.44%,99.95%,3.71%,0.85%,53.71%,100.00%,45.62%,95.76%,93.31%,99.95%,1.86%,0.43%,50.12%,3524.7,2793.1,2703.1,2728.5,3294.2,2949.3,3516.6,2819.5,122809.4,153757.0,118397.8,120904.0,121159.6,33730.9,167954.3,145076.6,4562.1,4105.7,4061.1,4148.5,4430.1,3175.4,52672.7,4566.2,56781.1,85662.6,56996.6,58713.8,56674.3,10261.7,37392.5,82496.2
